order_id,order_date,ship_date,customer_id,location_id,ship_mode,order_priority
CA-2011-116834,11-10-2011,16-10-2011,Dp-13240,LOC-9C55B9C6F9,Standard Class,Medium
ES-2014-4963892,22-10-2014,26-10-2014,DB-13210,LOC-2AF3795E97,Standard Class,High
IN-2013-43522,07-10-2013,08-10-2013,CC-12685,LOC-DCDC115F39,First Class,Critical
CA-2012-104346,11-12-2012,16-12-2012,IM-15070,LOC-63DFBE8E3D,Standard Class,Medium
TU-2013-7990,17-09-2013,21-09-2013,NC-8535,LOC-F9C7B32FEA,Standard Class,High
ES-2012-5709491,07-02-2012,11-02-2012,LP-17080,LOC-CF3EBDE88C,Standard Class,High
ES-2013-3918046,09-09-2013,11-09-2013,BB-11545,LOC-B329B4C7BF,First Class,Medium
IT-2011-4726397,20-06-2011,24-06-2011,JH-15985,LOC-521FBDA890,Standard Class,Medium
CA-2012-128027,14-09-2012,17-09-2012,CM-12385,LOC-8776D69394,Second Class,Medium
US-2012-110261,19-12-2012,23-12-2012,PR-18880,LOC-8FFA008FAD,Second Class,High
AG-2013-5140,08-03-2013,11-03-2013,HF-4995,LOC-10C0CA4A3D,First Class,Medium
ID-2014-69023,10-12-2014,14-12-2014,IG-15085,LOC-8AC8CD498A,Standard Class,High
CA-2014-141201,10-12-2014,12-12-2014,DB-12910,LOC-87341BCD80,Second Class,High
CA-2014-142293,18-09-2014,21-09-2014,SC-20380,LOC-F194E4613B,First Class,High
MX-2014-107279,27-08-2014,01-09-2014,JF-15565,LOC-F6D7051DC4,Standard Class,Medium
ES-2013-3086085,16-01-2013,22-01-2013,DJ-13630,LOC-54EFD84184,Standard Class,Medium
ES-2011-4359424,11-01-2011,15-01-2011,DD-13570,LOC-73AEE21C2D,Standard Class,High
ID-2013-50487,01-11-2013,07-11-2013,CS-12250,LOC-D7C6D25005,Standard Class,Medium
IN-2012-83380,27-08-2012,01-09-2012,CS-12175,LOC-3A0738DBD9,Standard Class,Medium
ID-2013-69534,22-10-2013,24-10-2013,DB-13210,LOC-3A0738DBD9,Second Class,High
IN-2014-69660,16-10-2014,20-10-2014,BP-11230,LOC-24E497AC6E,Standard Class,High
IN-2013-84584,11-04-2013,15-04-2013,DR-12940,LOC-4F4F02824A,Second Class,High
US-2011-155502,27-01-2011,01-02-2011,SD-20485,LOC-1C37E777D8,Standard Class,Medium
IN-2014-62730,09-08-2014,13-08-2014,FP-14320,LOC-8DC93C1A9A,Standard Class,Medium
CA-2011-169446,19-12-2011,25-12-2011,SG-20605,LOC-59711BEAEC,Standard Class,Medium
SU-2014-6350,22-12-2014,28-12-2014,GT-4635,LOC-9DF417B8E3,Standard Class,Medium
SF-2013-5710,10-12-2013,17-12-2013,RD-9810,LOC-9A7F9DCD03,Standard Class,Medium
MX-2013-150140,24-09-2013,28-09-2013,LH-16750,LOC-3909E3A065,Standard Class,High
ID-2014-33582,20-06-2014,24-06-2014,JL-15505,LOC-8AC8CD498A,Standard Class,Medium
IN-2011-78284,29-08-2011,02-09-2011,KC-16255,LOC-4B5C94B560,Standard Class,High
IZ-2011-6520,02-03-2011,06-03-2011,NW-8400,LOC-3E31DE40BA,Standard Class,Medium
ES-2014-4223822,02-06-2014,05-06-2014,AR-10825,LOC-9EDE1E7F0E,Second Class,Critical
IN-2013-66860,11-07-2013,17-07-2013,RS-19420,LOC-29D8C81F1A,Standard Class,Medium
MA-2013-810,03-09-2013,07-09-2013,JM-5265,LOC-B76A4F794C,Standard Class,Medium
MX-2012-120089,20-03-2012,26-03-2012,DJ-13420,LOC-42CAAEF239,Standard Class,Medium
MX-2012-135433,05-09-2012,10-09-2012,CR-12730,LOC-5CA67DD075,Standard Class,Medium
ES-2013-2141906,22-01-2013,26-01-2013,SP-20620,LOC-8F39EFB82E,Standard Class,Medium
ID-2012-38209,22-11-2012,26-11-2012,KA-16525,LOC-9ADEACCA9E,Standard Class,High
RS-2014-1170,17-11-2014,24-11-2014,MW-8220,LOC-CAB46C277A,Standard Class,Medium
MO-2014-9330,08-06-2014,15-06-2014,NK-8490,LOC-C1A4B929DF,Standard Class,Low
IN-2011-12764,06-12-2011,11-12-2011,CM-12235,LOC-8D7A582D36,Standard Class,Medium
IT-2012-5212034,09-03-2012,11-03-2012,SC-20260,LOC-71D62279AB,Second Class,High
IN-2014-73657,11-01-2014,15-01-2014,ME-17725,LOC-3A0738DBD9,Standard Class,High
IN-2014-83233,28-03-2014,01-04-2014,RP-19390,LOC-8AC8CD498A,Standard Class,Medium
ES-2014-5762425,18-09-2014,21-09-2014,AR-10570,LOC-0D6DE1F768,First Class,Medium
ES-2012-3423570,23-05-2012,28-05-2012,AC-10660,LOC-AC6A742C24,Second Class,Medium
ES-2012-1158066,06-11-2012,08-11-2012,AB-10165,LOC-7E42768736,Second Class,High
ES-2012-5836794,22-06-2012,24-06-2012,KM-16660,LOC-55BC8B77AE,Second Class,High
ID-2014-70227,25-09-2014,01-10-2014,AH-10465,LOC-40A87DBDF9,Standard Class,Low
US-2013-151827,01-04-2013,03-04-2013,CS-11950,LOC-68E0BA3E08,Second Class,Medium
LY-2014-9050,17-11-2014,21-11-2014,NG-8430,LOC-817FB1715F,Standard Class,High
US-2011-118892,01-02-2011,06-02-2011,DH-13075,LOC-F4A4725E50,Standard Class,Medium
MX-2014-142139,24-06-2014,28-06-2014,LM-17065,LOC-55669B0A84,Standard Class,High
ES-2014-3059328,21-11-2014,25-11-2014,DM-12955,LOC-771699EBA0,Standard Class,High
ID-2013-14087,16-08-2013,20-08-2013,JJ-15445,LOC-1DFAB99F34,Standard Class,Medium
MX-2013-102337,20-12-2013,25-12-2013,HH-15010,LOC-F0A932E04F,Standard Class,Medium
US-2014-132731,04-04-2014,06-04-2014,MS-17530,LOC-7997A04EE2,Second Class,Medium
ES-2014-3606209,08-11-2014,14-11-2014,EB-14110,LOC-6783999680,Standard Class,Medium
CA-2011-129938,15-12-2011,17-12-2011,EB-13705,LOC-0AB8EDF435,Second Class,Medium
CA-2012-104052,01-03-2012,02-03-2012,TP-21565,LOC-DEEF9524A0,First Class,Critical
ES-2013-2930577,07-02-2013,11-02-2013,DJ-13510,LOC-A03DCB7B13,Standard Class,High
ES-2011-3202814,17-09-2011,23-09-2011,ON-18715,LOC-D764C92B76,Standard Class,Low
IN-2014-45601,21-02-2014,26-02-2014,MO-17800,LOC-B2214C82C6,Second Class,Medium
CA-2012-151680,19-11-2012,21-11-2012,TC-21475,LOC-9C55B9C6F9,Second Class,High
UP-2013-9310,06-12-2013,10-12-2013,HH-5010,LOC-E45D588719,Standard Class,High
ID-2013-24643,03-05-2013,07-05-2013,PR-18880,LOC-56D3346765,Standard Class,High
MX-2011-109239,17-06-2011,21-06-2011,KT-16465,LOC-B18759028B,Standard Class,High
IN-2011-70171,14-04-2011,17-04-2011,MG-17875,LOC-562BA13087,First Class,Medium
EN-2012-9030,29-08-2012,02-09-2012,CK-2760,LOC-BD46B06A1E,Standard Class,Medium
ES-2013-1121754,29-04-2013,01-05-2013,TD-20995,LOC-4F87CA3170,First Class,Critical
ES-2012-4100273,11-09-2012,16-09-2012,YS-21880,LOC-07E2193AB4,Standard Class,Medium
ES-2013-4189005,13-08-2013,19-08-2013,CM-11830,LOC-EAA5E2B526,Standard Class,Medium
IN-2013-83436,26-12-2013,31-12-2013,AG-10330,LOC-4754B8AB4C,Standard Class,Medium
TZ-2012-5980,30-11-2012,05-12-2012,MO-7800,LOC-5DD4C0368E,Second Class,Medium
IN-2013-45412,19-11-2013,24-11-2013,JH-16180,LOC-37CD67756B,Standard Class,High
CA-2012-114300,13-10-2012,17-10-2012,AF-10885,LOC-8B07B04BB4,Standard Class,Medium
IR-2011-7770,10-12-2011,15-12-2011,JK-5205,LOC-D779E82DF6,Standard Class,Medium
MX-2013-162537,26-03-2013,30-03-2013,BG-11035,LOC-CC56702B70,Standard Class,High
US-2014-101756,19-05-2014,25-05-2014,KD-16615,LOC-1D8C80486E,Standard Class,Medium
ID-2012-86523,07-03-2012,12-03-2012,DW-13540,LOC-A7DCADFAC3,Second Class,Medium
CA-2013-160304,02-01-2013,07-01-2013,BM-11575,LOC-CBD083E671,Standard Class,Medium
CA-2013-134936,20-12-2013,26-12-2013,ES-14080,LOC-9B34247A36,Standard Class,Medium
ES-2014-3371188,27-01-2014,29-01-2014,BW-11110,LOC-9A419DC158,Second Class,High
CA-2012-137071,20-12-2012,21-12-2012,ED-13885,LOC-A382675426,First Class,High
TU-2012-4890,01-09-2012,06-09-2012,AI-855,LOC-8ECB0A2857,Standard Class,Medium
IN-2014-40386,03-09-2014,05-09-2014,BG-11035,LOC-3A0738DBD9,Second Class,High
CA-2014-155740,31-07-2014,03-08-2014,TC-21475,LOC-B67430AD9E,First Class,High
IN-2014-80776,05-05-2014,12-05-2014,TB-21355,LOC-4DD3E6ABF2,Standard Class,Medium
CA-2013-4660,16-12-2013,22-12-2013,MK-7905,LOC-6CFAA44B2D,Standard Class,Medium
IN-2014-31321,27-10-2014,03-11-2014,JR-16210,LOC-9ADEACCA9E,Standard Class,Medium
ES-2014-3380674,14-01-2014,18-01-2014,EM-13825,LOC-9374960872,Standard Class,Medium
ID-2013-57004,01-11-2013,06-11-2013,JH-15820,LOC-02A402F9F0,Standard Class,Medium
IN-2011-45020,19-01-2011,23-01-2011,PW-19030,LOC-6154A24724,Standard Class,Medium
ID-2012-37005,24-10-2012,30-10-2012,SH-20395,LOC-37CD67756B,Standard Class,Medium
IN-2011-49563,30-08-2011,01-09-2011,CA-12265,LOC-E4B13DF7DE,Second Class,High
IN-2011-28920,17-08-2011,19-08-2011,RS-19420,LOC-4A28604A00,First Class,Critical
CA-2014-150910,23-12-2014,29-12-2014,JL-15130,LOC-075BF74012,Standard Class,Medium
IN-2013-16390,11-01-2013,15-01-2013,BD-11620,LOC-6217C28CA7,Second Class,High
CA-2011-124723,05-08-2011,12-08-2011,GZ-14470,LOC-D85B112C19,Standard Class,Medium
MX-2011-162635,08-11-2011,08-11-2011,OT-18730,LOC-CC56702B70,Same Day,Medium
ES-2013-3980089,23-09-2013,27-09-2013,LP-17095,LOC-979D4A5DEE,Standard Class,Medium
IN-2013-86740,24-08-2013,28-08-2013,CM-12655,LOC-1C97F059E4,Standard Class,High
IN-2014-21087,07-03-2014,12-03-2014,PO-19195,LOC-B48029AE14,Standard Class,High
MX-2013-143119,08-03-2013,13-03-2013,TS-21085,LOC-8EDCC7F92A,Second Class,Medium
MX-2012-163279,01-06-2012,03-06-2012,RD-19930,LOC-4F882CFF34,Second Class,Critical
IT-2012-4297670,10-09-2012,14-09-2012,AS-10135,LOC-1EC8AE0E4C,Second Class,Medium
ES-2011-4479011,06-12-2011,06-12-2011,BT-11680,LOC-72B46AD526,Same Day,High
IN-2014-74224,04-06-2014,10-06-2014,CM-12115,LOC-563E84C1FD,Standard Class,Medium
ID-2011-38832,15-01-2011,15-01-2011,MC-18100,LOC-AF3B17DF5A,Same Day,Critical
GH-2012-190,28-08-2012,01-09-2012,RA-9945,LOC-E51EE908AE,Standard Class,High
EG-2014-6740,07-10-2014,12-10-2014,GH-4485,LOC-0F2A5E55E2,Second Class,Medium
MO-2014-2280,11-04-2014,15-04-2014,PW-9030,LOC-DB92E1512C,Standard Class,High
MX-2013-135664,08-12-2013,12-12-2013,BH-11710,LOC-6EED328632,Standard Class,High
MX-2013-140795,10-07-2013,12-07-2013,RC-19825,LOC-A5F3724ADF,First Class,High
MX-2014-137323,09-06-2014,14-06-2014,PP-18955,LOC-78478842DD,Standard Class,High
CA-2014-162173,27-10-2014,02-11-2014,OT-18730,LOC-77AA25C322,Standard Class,Medium
MO-2011-8160,23-11-2011,29-11-2011,KT-6465,LOC-201146F824,Standard Class,Medium
IN-2014-78802,07-05-2014,11-05-2014,TC-21475,LOC-8DC93C1A9A,Standard Class,High
CG-2012-3820,24-07-2012,28-07-2012,TS-11085,LOC-6BB4477654,Standard Class,High
SF-2014-5410,29-01-2014,02-02-2014,AC-450,LOC-9A7F9DCD03,Standard Class,Medium
MX-2014-125570,19-08-2014,24-08-2014,BD-11500,LOC-35419FBA87,Standard Class,High
ES-2014-5830221,22-03-2014,24-03-2014,TG-21310,LOC-5E33FBE245,Second Class,Critical
IT-2014-5792533,06-08-2014,08-08-2014,SC-20845,LOC-D7630E0902,First Class,Medium
MX-2013-166674,12-06-2013,17-06-2013,LC-16870,LOC-F99695F02B,Standard Class,Medium
ES-2014-3937023,28-11-2014,04-12-2014,KB-16240,LOC-2F3BD589FD,Standard Class,Low
IN-2012-73216,12-12-2012,14-12-2012,BW-11110,LOC-7215122D70,Second Class,Medium
IN-2013-80048,24-05-2013,28-05-2013,NC-18625,LOC-FA32FAA199,Standard Class,High
US-2013-151260,12-12-2013,15-12-2013,SC-20695,LOC-BF8320C3A1,First Class,Critical
CM-2012-4180,06-01-2012,09-01-2012,PF-9225,LOC-5D775FC3D4,First Class,Critical
MX-2011-103184,29-06-2011,03-07-2011,AG-10270,LOC-D313F1FE57,Standard Class,High
ES-2012-3876991,20-11-2012,25-11-2012,MO-17950,LOC-D0307479ED,Standard Class,Medium
IN-2012-85389,08-05-2012,13-05-2012,TA-21385,LOC-3A0738DBD9,Standard Class,Medium
EG-2013-1750,26-11-2013,30-11-2013,EH-4125,LOC-7AF3196D8D,Standard Class,Medium
US-2012-105753,31-07-2012,05-08-2012,SL-20155,LOC-5DE8D6FCF9,Second Class,High
US-2013-144547,11-11-2013,15-11-2013,MS-17770,LOC-A382675426,Standard Class,High
US-2014-160465,22-07-2014,27-07-2014,SW-20350,LOC-852D691BC3,Standard Class,Medium
CA-2014-117870,28-01-2014,31-01-2014,JH-15820,LOC-DF80794580,Second Class,High
US-2012-149629,17-07-2012,20-07-2012,MP-17965,LOC-EC397359B0,Second Class,Medium
LH-2012-3950,10-03-2012,14-03-2012,RP-9855,LOC-665CA538AF,Standard Class,High
ES-2011-5743387,06-07-2011,06-07-2011,CG-12520,LOC-112297F9C2,Same Day,High
ID-2013-11462,27-02-2013,03-03-2013,MK-17905,LOC-562BA13087,Second Class,High
TU-2014-2480,23-05-2014,23-05-2014,RB-9360,LOC-C2D32F3568,Same Day,Medium
IN-2014-72985,23-12-2014,28-12-2014,TS-21340,LOC-4A28604A00,Standard Class,High
IN-2012-48366,28-10-2012,30-10-2012,DP-13165,LOC-C6E1C63A73,Second Class,Medium
ID-2014-86733,27-11-2014,02-12-2014,EJ-14155,LOC-3CD6E420A4,Standard Class,Medium
MX-2012-115602,10-07-2012,10-07-2012,BF-11005,LOC-80A35E2D67,Same Day,Medium
MX-2013-111668,24-09-2013,27-09-2013,ML-17395,LOC-F4A4725E50,First Class,Medium
IT-2011-5521557,21-07-2011,25-07-2011,DL-12865,LOC-440B26CFAA,Second Class,High
IN-2013-59020,11-11-2013,18-11-2013,AS-10225,LOC-8E08E1401C,Standard Class,Medium
MX-2011-112795,20-06-2011,26-06-2011,RB-19465,LOC-02B492F293,Standard Class,Medium
ES-2011-1749151,13-06-2011,18-06-2011,LC-16870,LOC-3B5618FCCC,Second Class,Medium
ES-2011-4606457,12-08-2011,15-08-2011,RD-19810,LOC-4C2EBC60EC,First Class,High
EG-2013-5090,27-07-2013,01-08-2013,SC-10095,LOC-7AF3196D8D,Standard Class,Medium
GH-2012-2460,20-08-2012,22-08-2012,BT-1305,LOC-5A9F5D55CA,Second Class,High
AO-2012-3210,27-09-2012,02-10-2012,JE-5745,LOC-11F8FDB9CD,Standard Class,Medium
MX-2014-117569,17-09-2014,23-09-2014,NC-18415,LOC-62178DB768,Standard Class,Medium
IT-2014-5162314,12-03-2014,19-03-2014,DN-13690,LOC-440B26CFAA,Standard Class,Medium
ID-2012-40743,12-07-2012,16-07-2012,GZ-14470,LOC-417D344AC9,Standard Class,Medium
NI-2013-3780,27-09-2013,30-09-2013,TD-10995,LOC-9B2CD63222,Second Class,Critical
US-2014-117044,27-10-2014,29-10-2014,BH-11710,LOC-A16C72D0A0,Second Class,High
ID-2012-38503,15-03-2012,15-03-2012,EM-13960,LOC-AF3B17DF5A,Same Day,High
SG-2014-1600,24-02-2014,27-02-2014,JM-5655,LOC-5B1EE800D9,Second Class,High
IZ-2014-7340,17-03-2014,18-03-2014,PA-9060,LOC-3E31DE40BA,First Class,High
IN-2013-62828,30-01-2013,01-02-2013,AB-10150,LOC-EA0A789A2B,Second Class,High
MX-2011-150854,31-10-2011,02-11-2011,ST-20530,LOC-79C5B41A7C,First Class,High
CA-2014-152310,13-08-2014,20-08-2014,DK-12895,LOC-914B52C30A,Standard Class,Medium
MX-2012-120376,25-05-2012,31-05-2012,NS-18505,LOC-BDCE50C6FB,Standard Class,Medium
IT-2013-2603297,11-05-2013,15-05-2013,TP-21565,LOC-BECA1A68E1,Standard Class,Medium
IN-2014-52293,01-10-2014,07-10-2014,SV-20785,LOC-E131E07529,Standard Class,Medium
ID-2014-15025,20-08-2014,26-08-2014,CC-12430,LOC-56D3346765,Standard Class,Medium
CA-2012-163965,20-11-2012,27-11-2012,SS-20875,LOC-EF114F566C,Standard Class,Low
EG-2013-8100,26-09-2013,30-09-2013,PS-9045,LOC-7AF3196D8D,Standard Class,Medium
KZ-2013-7130,31-10-2013,03-11-2013,SC-10695,LOC-4004FFA122,First Class,High
ES-2013-3109023,27-09-2013,02-10-2013,ES-14020,LOC-7085E13812,Standard Class,High
CA-2011-156349,26-05-2011,30-05-2011,ML-17395,LOC-9E8AD9C84C,Standard Class,High
MX-2012-128755,26-12-2012,30-12-2012,KF-16285,LOC-CC7B7F36E6,Standard Class,Medium
MX-2014-128531,30-11-2014,30-11-2014,MC-17575,LOC-CC56702B70,Same Day,Medium
IT-2011-5027623,26-07-2011,01-08-2011,SF-20200,LOC-C66F39E9E2,Standard Class,Low
ES-2012-5024975,03-12-2012,06-12-2012,NG-18430,LOC-0364C06430,First Class,High
IN-2011-44593,14-04-2011,14-04-2011,LR-16915,LOC-5B6036CD6C,Same Day,Medium
TU-2013-5040,14-06-2013,18-06-2013,RB-9705,LOC-2CE1D0AC49,Standard Class,High
MX-2014-114727,06-10-2014,13-10-2014,SS-20140,LOC-0433046F0E,Standard Class,Medium
IT-2013-3005581,23-04-2013,30-04-2013,AJ-10780,LOC-BECA1A68E1,Standard Class,Medium
CA-2011-106810,14-05-2011,20-05-2011,AJ-10795,LOC-F48D688D6C,Standard Class,Medium
ES-2014-5091205,19-08-2014,23-08-2014,DL-13315,LOC-C1A088285C,Second Class,Medium
UP-2013-7360,24-10-2013,31-10-2013,RF-9840,LOC-CFC3712547,Standard Class,Low
IR-2011-9150,20-01-2011,22-01-2011,IM-5070,LOC-826B598C9F,First Class,Medium
ES-2013-3078948,10-10-2013,14-10-2013,SH-20395,LOC-89AD2592DC,Standard Class,Medium
US-2014-134075,04-08-2014,08-08-2014,LR-16915,LOC-28946D3071,Standard Class,High
IN-2013-59748,14-06-2013,19-06-2013,TR-21325,LOC-80696D4D4C,Standard Class,Medium
UP-2014-1400,26-09-2014,02-10-2014,IM-5070,LOC-31C4693552,Standard Class,Medium
MX-2012-126928,13-03-2012,15-03-2012,TN-21040,LOC-BFA33076C2,Second Class,Medium
IT-2011-2396037,27-12-2011,01-01-2012,CM-12190,LOC-00DDAA9C18,Standard Class,Medium
IN-2012-79411,19-07-2012,25-07-2012,GH-14665,LOC-D8889EFF4E,Standard Class,Medium
IN-2012-36655,30-05-2012,03-06-2012,AP-10915,LOC-EA95B970BB,Standard Class,Medium
IT-2012-2166139,08-11-2012,14-11-2012,IG-15085,LOC-49D677920C,Standard Class,Low
US-2013-130092,25-04-2013,25-04-2013,LD-16855,LOC-63C69182D3,Same Day,High
PL-2013-7840,07-11-2013,12-11-2013,DK-3375,LOC-272496BD46,Second Class,High
ES-2014-2397033,10-03-2014,14-03-2014,MJ-17740,LOC-0CD6039DD8,Standard Class,Medium
IR-2013-9270,17-12-2013,19-12-2013,MM-8055,LOC-9DF58D2CDD,First Class,Critical
IT-2013-5753206,07-08-2013,11-08-2013,TP-21415,LOC-54EFD84184,Standard Class,High
ES-2014-2179863,11-10-2014,15-10-2014,LE-16810,LOC-8FA276CA63,Standard Class,Medium
CA-2013-169943,20-05-2013,25-05-2013,BN-11515,LOC-4B42472FBE,Standard Class,Medium
AU-2012-7410,16-07-2012,20-07-2012,LA-6780,LOC-572E7CD1FA,Standard Class,Medium
US-2012-164546,04-07-2012,08-07-2012,EM-13810,LOC-7AAA619FBA,Standard Class,Medium
MX-2011-115014,03-11-2011,09-11-2011,DN-13690,LOC-BFA33076C2,Standard Class,Medium
ES-2014-4134792,11-09-2014,15-09-2014,AZ-10750,LOC-BCCE3351F8,Standard Class,Medium
ES-2013-4065837,21-11-2013,21-11-2013,JH-16180,LOC-036D1AAD39,Same Day,Medium
SU-2014-3450,07-11-2014,14-11-2014,EB-4170,LOC-51B0807F17,Standard Class,Medium
SF-2014-2490,14-03-2014,14-03-2014,MR-7545,LOC-9A7F9DCD03,Same Day,Critical
ES-2011-3979558,12-03-2011,17-03-2011,HK-14890,LOC-24A376CA1F,Standard Class,Medium
UP-2012-8290,08-11-2012,12-11-2012,CT-1995,LOC-E45D588719,Standard Class,Medium
ES-2012-2404634,27-10-2012,27-10-2012,FH-14365,LOC-F903E8CF24,Same Day,Medium
SF-2013-490,11-06-2013,17-06-2013,KL-6645,LOC-CC6FF2BC4E,Standard Class,Medium
ES-2013-4550309,07-06-2013,11-06-2013,BN-11515,LOC-B5AAA3750E,Standard Class,High
IR-2011-6390,06-09-2011,10-09-2011,AR-510,LOC-06504497AC,Standard Class,High
MX-2013-102036,20-09-2013,24-09-2013,RE-19450,LOC-CC7B7F36E6,Standard Class,Medium
ES-2012-5600285,04-09-2012,04-09-2012,BD-11620,LOC-4CB920B769,Same Day,Medium
ID-2012-61071,22-08-2012,27-08-2012,TG-21640,LOC-37CD67756B,Standard Class,Medium
NI-2012-6350,08-12-2012,09-12-2012,DG-3300,LOC-A84F2B4D82,First Class,Medium
MX-2014-116330,26-11-2014,29-11-2014,GH-14665,LOC-7BF386CEC5,Second Class,Critical
US-2014-119515,20-11-2014,22-11-2014,DC-12850,LOC-5E1B42EC5B,Second Class,Critical
CA-2012-168004,04-10-2012,09-10-2012,DJ-13420,LOC-A0EF393FAA,Second Class,Medium
EZ-2012-2340,24-11-2012,28-11-2012,SF-10200,LOC-2B2AD805D9,Standard Class,High
ES-2014-3914489,23-05-2014,26-05-2014,SP-20650,LOC-CF3EBDE88C,Second Class,Medium
IN-2013-62723,15-09-2013,15-09-2013,SJ-20500,LOC-DC12A86E2B,Same Day,High
US-2011-117135,21-06-2011,23-06-2011,NP-18325,LOC-069F94AC9F,Second Class,High
TZ-2013-8210,24-01-2013,24-01-2013,MG-7695,LOC-D7F7D30A7A,Same Day,High
MX-2012-156776,14-11-2012,19-11-2012,NC-18625,LOC-6B10FF1626,Second Class,Medium
KE-2013-1340,13-02-2013,19-02-2013,JL-5505,LOC-97541D524C,Standard Class,Medium
MX-2011-156237,30-06-2011,05-07-2011,SK-19990,LOC-EB34044854,Standard Class,Medium
US-2011-147529,25-06-2011,01-07-2011,CT-11995,LOC-39A4CFFC97,Standard Class,Medium
MX-2013-135090,18-05-2013,23-05-2013,DK-13090,LOC-C5C1725955,Standard Class,Medium
MX-2012-120537,06-09-2012,11-09-2012,VP-21730,LOC-E93EBB587D,Standard Class,High
ID-2013-24804,04-08-2013,08-08-2013,RH-19495,LOC-61342CA94B,Standard Class,Medium
ID-2013-53007,27-08-2013,29-08-2013,TS-21340,LOC-02139FFE17,First Class,Medium
IN-2012-59188,22-11-2012,29-11-2012,AJ-10945,LOC-EA95B970BB,Standard Class,Low
CA-2012-4560,24-12-2012,26-12-2012,PR-8880,LOC-3392727604,First Class,High
ES-2014-1160253,30-09-2014,03-10-2014,AH-10195,LOC-71D62279AB,Second Class,High
IN-2013-17524,10-12-2013,17-12-2013,GM-14440,LOC-52A1A06BF9,Standard Class,Low
IN-2011-13632,08-07-2011,13-07-2011,RC-19825,LOC-53EE9707B9,Standard Class,Medium
CM-2014-4460,15-06-2014,19-06-2014,JJ-5445,LOC-F4FCBE353F,Standard Class,High
IT-2012-5245986,15-03-2012,16-03-2012,MC-17635,LOC-6867057031,First Class,High
CA-2011-167927,21-01-2011,27-01-2011,XP-21865,LOC-D93C0CFC75,Standard Class,Medium
US-2014-124695,21-07-2014,26-07-2014,DJ-13510,LOC-4F4010BCA5,Standard Class,High
ID-2011-43977,27-12-2011,01-01-2012,CM-12115,LOC-61342CA94B,Standard Class,Medium
US-2011-116358,15-07-2011,21-07-2011,TS-21340,LOC-A16C72D0A0,Standard Class,Medium
IT-2014-5285883,06-12-2014,12-12-2014,PB-19210,LOC-3F5566E310,Standard Class,Medium
IV-2014-5760,11-09-2014,16-09-2014,EH-3945,LOC-9D87FF5C1C,Standard Class,Medium
MX-2012-101000,22-11-2012,28-11-2012,DB-13360,LOC-D313F1FE57,Standard Class,Medium
ID-2013-36662,22-07-2013,22-07-2013,TG-21310,LOC-36B047478D,Same Day,High
IN-2014-64410,09-08-2014,13-08-2014,LA-16780,LOC-4C0CEE4E2A,Standard Class,Medium
CA-2014-112039,26-03-2014,30-03-2014,JC-15775,LOC-923DDC8ED0,Standard Class,Medium
CA-2013-115525,26-07-2013,30-07-2013,RR-19525,LOC-01553EDED4,Standard Class,Medium
CA-2013-103107,05-07-2013,05-07-2013,RB-19465,LOC-914B52C30A,Same Day,Medium
ES-2011-3848439,05-01-2011,07-01-2011,MG-17890,LOC-299AFD9170,First Class,Medium
IN-2014-52930,30-04-2014,05-05-2014,TZ-21580,LOC-BF749D2307,Standard Class,Medium
SF-2014-7280,18-07-2014,24-07-2014,SL-10155,LOC-49DB13BAB9,Standard Class,Low
ES-2012-4424003,30-07-2012,05-08-2012,ZC-21910,LOC-7F560D2DA7,Standard Class,Low
ES-2012-2826975,14-08-2012,19-08-2012,CD-12280,LOC-0D6DE1F768,Standard Class,Medium
ES-2011-3394310,16-12-2011,19-12-2011,KA-16525,LOC-8630C619ED,Second Class,Medium
IN-2012-26134,24-03-2012,31-03-2012,PT-19090,LOC-562BA13087,Standard Class,Low
CA-2014-116939,26-09-2014,30-09-2014,AG-10900,LOC-DB3B13FC81,Standard Class,High
CA-2012-157805,31-08-2012,04-09-2012,RH-19510,LOC-F97DADE3B2,Standard Class,Medium
MO-2014-8000,19-11-2014,23-11-2014,DO-3435,LOC-C3BF5DEF0D,Standard Class,Medium
UZ-2014-110,15-09-2014,19-09-2014,DK-2835,LOC-7C2CF67626,Second Class,Medium
MX-2012-113523,22-06-2012,22-06-2012,RF-19840,LOC-E93EBB587D,Same Day,High
MX-2014-139157,09-08-2014,14-08-2014,AS-10240,LOC-7139E6142B,Second Class,Medium
MX-2014-144806,26-09-2014,28-09-2014,DM-13015,LOC-21A3DD2648,Second Class,High
IN-2013-58481,11-11-2013,15-11-2013,LS-17230,LOC-F3C7F74D57,Standard Class,High
CA-2011-167850,09-08-2011,16-08-2011,AG-10525,LOC-F48D688D6C,Standard Class,Low
CA-2014-115105,07-02-2014,12-02-2014,BD-11770,LOC-309C6B70D3,Standard Class,Medium
CA-2014-165904,08-04-2014,12-04-2014,HR-14770,LOC-396C96B241,Standard Class,High
IN-2014-26260,07-05-2014,09-05-2014,MO-17500,LOC-BF749D2307,Second Class,Medium
IN-2012-21339,10-05-2012,10-05-2012,LL-16840,LOC-1106195AD9,Same Day,Medium
IN-2014-30264,28-08-2014,01-09-2014,ON-18715,LOC-1CE17107FB,Standard Class,Medium
TX-2013-1390,04-12-2013,06-12-2013,BT-1485,LOC-C954C2988D,Second Class,Medium
ES-2012-5262396,01-11-2012,04-11-2012,JK-15730,LOC-F94D5763D3,First Class,Medium
